year,state,yield
2002,HI,0.00
2002,FL,65.50
2002,TX,36.80
2002,LA,32.60
2007,HI,2.00
2007,FL,37.30
2007,TX,0.00
2007,LA,0.00
2012,HI,63.80
2012,FL,39.70
2012,TX,23.20
2012,LA,72.50
